A kenó nyerőszámai (7125 sorsolás adatai alapján):
1;3;5;9;15;16;24;28;30;33;42;50;54;57;62;64;68;69;70;80;
1;2;10;12;18;20;22;32;34;35;45;47;48;50;54;58;67;71;76;78;
3;6;11;12;14;15;23;34;35;45;46;58;62;65;66;67;69;76;79;80;
1;3;7;9;11;13;17;28;29;39;40;41;43;44;55;70;71;72;73;79;
1;2;6;7;8;17;18;19;21;31;32;40;48;50;55;58;59;67;72;78;
9;11;14;26;28;29;33;36;38;39;49;51;52;63;64;67;71;78;79;80;
1;4;7;11;15;17;18;20;26;27;28;33;37;39;43;45;48;63;66;72;
1;3;7;8;20;21;24;25;39;44;45;48;49;50;51;58;59;61;63;67;
1;5;7;10;14;24;27;32;34;35;37;42;44;50;55;56;60;62;70;80;
8;9;15;22;24;28;30;31;36;42;47;54;57;58;60;66;67;68;74;80;
3;4;5;6;16;19;28;30;32;33;41;44;49;50;57;63;64;65;67;74;
2;3;12;15;16;20;31;32;33;39;51;52;53;56;58;65;67;72;73;79;
11;14;15;16;19;23;26;27;29;30;35;39;43;45;51;53;63;66;70;80;
1;2;3;4;5;9;18;21;24;34;42;52;54;57;60;64;66;67;69;78;
4;5;9;14;15;17;19;23;32;36;38;47;52;56;58;59;61;68;78;79;
1;11;12;14;15;20;23;28;32;33;39;40;43;44;47;70;72;73;77;78;
1;2;7;8;9;11;22;27;33;46;48;49;54;58;60;64;67;74;76;79;
2;4;7;8;13;14;16;18;20;26;28;36;43;45;47;50;54;56;59;70;
3;8;10;13;14;15;16;26;29;30;34;36;41;43;49;57;61;72;74;80;
3;12;13;17;20;27;30;38;39;40;45;50;51;53;56;58;63;65;72;79;
4;8;11;13;14;15;23;26;30;46;48;49;58;59;63;64;65;75;76;79;
3;5;12;13;14;21;23;24;26;31;38;45;48;51;55;56;61;67;72;79;
5;6;8;13;14;24;25;32;35;36;42;43;51;59;63;64;76;78;79;80;
11;15;19;29;35;37;38;43;46;48;49;52;53;62;64;68;70;72;76;78;
5;7;8;10;11;14;19;21;22;32;40;41;51;57;63;65;70;76;77;79;
3;4;11;12;24;25;26;30;32;33;34;35;44;52;54;55;58;71;73;74;
1;4;17;19;26;31;37;43;48;49;50;53;60;61;63;65;68;71;76;77;
7;10;16;17;20;21;22;25;32;37;41;49;51;52;55;61;64;69;76;77;
1;11;12;15;22;25;28;33;35;49;50;51;52;57;61;63;68;70;71;72;
1;4;13;14;20;25;26;36;38;53;54;56;57;62;65;70;73;78;79;80;
5;6;11;25;29;31;35;36;42;49;50;54;56;58;63;66;68;73;75;76;
1;5;9;10;14;23;25;33;37;44;51;52;53;54;58;59;61;76;78;79;
8;12;19;22;23;25;26;30;31;34;36;39;40;57;61;65;68;70;72;80;
1;3;4;5;12;20;21;25;27;36;39;41;47;49;54;55;67;70;73;77;
8;16;19;22;25;26;33;35;36;37;38;44;48;50;54;60;68;70;76;78;
5;6;10;11;14;19;21;22;30;32;34;35;39;41;42;43;50;54;56;76;
3;10;12;17;21;23;28;29;36;39;44;50;52;54;60;62;65;67;70;71;
5;10;11;16;21;23;25;26;28;30;38;46;47;48;49;55;67;72;74;80;
9;10;12;13;17;19;24;25;36;39;40;43;46;47;48;49;61;62;68;71;
1;4;6;8;9;16;17;18;24;32;35;36;38;50;59;62;72;75;76;79;
14;19;29;31;33;42;43;47;48;50;52;53;54;60;61;65;66;67;69;78;
3;6;7;8;13;17;23;25;34;38;44;46;54;60;66;68;70;71;75;76;
2;3;4;6;7;12;13;16;33;34;39;45;53;54;55;67;69;74;78;80;
2;10;19;24;30;33;35;36;38;40;45;46;48;50;66;67;72;73;77;78;
7;10;18;20;21;22;23;28;44;47;49;50;56;63;66;69;70;73;75;80;
3;4;5;7;11;12;14;17;19;29;31;33;37;40;49;62;64;67;77;79;
1;5;10;13;15;19;23;37;41;44;46;51;54;56;65;74;75;77;78;80;
4;5;6;7;8;11;12;19;24;27;31;35;42;44;45;47;59;62;65;67;
4;7;9;15;16;19;20;21;26;27;30;47;48;51;59;63;65;66;67;73;
2;8;12;20;22;27;29;34;46;52;53;55;58;61;63;64;65;66;72;74;
5;6;14;15;19;21;22;24;33;36;37;38;43;48;50;53;56;59;67;78;
3;9;13;22;32;33;35;36;38;39;40;52;57;63;64;71;76;77;78;79;
2;33;36;40;42;46;47;49;50;52;53;59;60;61;64;66;67;70;73;74;
5;11;14;18;24;27;38;42;44;47;49;50;51;55;57;63;69;71;73;80;
2;10;11;13;25;29;33;40;42;44;46;48;50;52;61;66;68;72;77;79;
11;16;21;23;26;29;30;33;34;45;47;48;49;52;55;57;60;70;74;80;
3;4;5;12;13;14;19;22;30;33;34;38;39;43;46;60;64;65;67;72;
12;14;20;21;26;28;31;34;37;39;41;49;54;55;58;63;66;70;71;72;
1;8;9;12;23;29;33;35;37;38;42;43;45;49;53;59;66;68;75;78;
1;4;6;13;20;23;25;26;27;32;33;46;52;53;57;58;59;68;72;77;
5;7;10;11;14;18;25;30;34;37;43;47;48;53;56;60;65;69;71;79;
1;7;8;9;17;19;24;27;30;37;45;48;55;61;67;72;73;74;79;80;
3;6;11;13;25;34;37;38;39;41;46;48;53;55;58;62;63;67;72;79;
5;11;13;15;16;18;19;22;29;32;33;37;39;42;56;62;66;76;77;80;
3;4;8;10;13;16;24;30;34;35;41;42;43;49;51;62;65;70;71;76;
10;12;16;18;20;21;30;34;39;44;48;54;56;57;58;59;71;74;77;79;
4;9;16;23;29;34;41;49;50;53;54;57;62;63;67;68;73;74;76;80;
5;8;11;17;21;22;26;30;31;39;41;45;46;55;56;60;61;63;67;70;
1;6;18;19;20;33;39;46;47;55;56;59;60;68;69;70;71;73;78;79;
1;8;12;18;19;31;46;50;51;52;61;64;66;67;72;73;74;76;78;80;
3;5;8;11;14;18;27;29;35;43;45;54;56;62;63;67;69;70;74;79;
12;14;22;30;34;36;37;41;43;45;46;49;51;63;64;65;68;72;74;77;
2;7;15;17;23;25;28;33;34;36;44;58;60;64;66;67;68;71;75;79;
1;3;7;12;13;16;17;19;23;34;35;40;43;49;53;59;60;66;70;78;
13;17;22;25;26;35;36;40;41;45;56;59;70;72;73;75;76;77;78;79;
1;2;11;14;15;16;21;27;36;37;41;42;43;56;59;64;69;74;76;78;
5;10;16;19;21;23;27;36;43;46;47;49;50;53;63;64;73;75;78;80;
1;4;6;7;11;16;19;20;26;30;33;36;40;45;52;53;64;69;70;72;
2;6;8;14;17;19;22;31;32;38;40;44;46;56;64;66;73;76;78;79;
3;5;15;19;24;33;34;35;38;47;49;51;57;60;69;70;71;73;75;77;
5;8;9;15;18;19;21;22;26;35;36;42;48;60;63;66;71;72;73;79;
1;4;5;7;8;13;17;21;24;25;26;38;41;43;47;55;58;71;76;78;
4;11;24;26;29;33;35;42;43;44;47;49;54;55;60;61;62;67;70;78;
8;13;16;17;20;21;22;23;26;29;39;42;55;57;59;64;69;70;77;80;
7;8;10;11;17;19;20;22;28;30;41;44;46;48;49;51;52;66;68;72;
1;10;15;16;17;25;28;30;31;32;40;43;47;50;56;62;63;67;74;78;
7;8;9;12;17;19;20;28;29;34;36;39;43;44;48;53;58;72;73;79;
3;13;15;17;22;25;26;27;37;38;40;42;44;56;58;61;63;70;71;79;
3;10;15;18;24;27;30;31;34;35;44;47;55;61;63;71;73;75;79;80;
10;11;19;26;27;34;35;37;43;54;56;61;65;67;71;73;74;77;78;79;
5;6;11;17;25;26;30;31;43;44;47;49;52;60;63;66;67;68;70;79;
7;10;14;15;17;18;20;23;33;44;47;50;52;55;57;62;63;66;72;73;
3;4;6;12;16;18;19;26;29;33;34;39;42;44;45;57;63;73;75;77;
1;3;7;9;11;16;27;30;37;38;40;41;46;47;54;55;61;68;71;73;
3;6;10;16;21;24;26;32;35;38;39;43;44;45;47;49;60;61;67;75;
5;9;16;20;22;27;31;33;34;39;44;46;48;51;54;65;67;72;75;76;
3;8;13;14;20;22;23;24;26;30;32;41;47;57;59;65;66;73;78;79;
4;5;15;16;18;20;21;22;23;47;49;50;57;58;67;69;70;71;74;76;
4;11;33;35;37;43;45;46;47;51;57;60;65;67;69;70;72;75;76;80;
16;18;28;30;33;42;46;50;53;55;58;61;64;66;69;71;75;77;78;80;
6;18;24;25;31;35;39;44;45;47;50;51;52;53;60;62;70;71;72;78;
4;7;10;11;12;15;18;19;20;23;25;29;38;46;47;50;58;62;72;73;
1;2;12;17;20;24;31;35;37;38;49;50;52;54;55;58;64;67;69;74;
3;4;6;8;11;22;23;28;31;35;42;45;47;54;57;59;66;69;71;79;
1;3;5;6;10;15;23;27;30;39;42;44;46;48;51;54;58;64;65;76;
1;4;7;9;12;17;21;24;27;31;32;34;38;50;55;56;59;64;76;79;
7;9;16;17;18;19;21;26;32;37;42;46;51;56;66;69;70;71;73;78;
17;20;22;23;24;25;27;37;38;43;53;56;57;60;65;68;69;72;73;75;
6;10;16;18;20;24;26;28;39;44;47;49;52;53;58;59;63;72;74;75;
4;14;23;24;25;32;34;35;37;39;41;46;51;62;64;66;69;71;77;79;
3;5;6;7;14;18;20;23;31;35;37;43;44;48;57;58;65;72;78;80;
6;14;22;23;24;26;32;34;38;44;45;53;54;58;59;60;69;74;75;80;
6;18;19;23;26;27;28;36;39;41;42;46;54;57;61;65;75;76;79;80;
5;9;10;23;27;28;31;32;33;34;38;42;43;45;48;50;63;69;76;79;
1;2;12;15;18;23;26;33;34;38;49;51;54;56;58;60;61;63;66;73;
2;5;9;10;16;17;21;22;23;25;34;35;38;40;53;55;61;74;78;80;
2;15;19;24;31;34;36;38;40;47;49;51;57;59;62;65;69;73;75;77;
12;19;23;25;27;30;39;44;49;50;54;55;57;59;66;67;70;75;76;78;
1;3;5;11;17;18;21;24;26;30;35;39;43;44;57;58;70;72;73;79;
1;3;4;5;7;14;15;25;26;28;31;37;46;47;59;61;64;74;77;78;
3;6;7;15;16;19;26;27;29;44;54;56;58;62;63;64;65;66;79;80;
6;15;31;32;34;37;39;40;43;46;47;48;49;57;61;63;65;67;69;74;
1;3;4;9;10;12;13;18;21;25;27;28;36;40;47;52;60;63;69;76;
2;7;8;12;13;15;16;20;31;32;38;40;41;47;48;60;62;70;72;73;
1;6;13;14;16;18;21;31;35;36;43;44;52;54;56;59;67;75;76;77;
1;8;11;18;19;21;27;28;36;40;41;44;45;51;54;56;65;69;74;80;
1;3;4;18;22;27;29;30;36;41;42;45;46;50;51;60;61;65;69;79;
7;10;14;16;18;19;24;26;32;33;42;50;54;55;56;59;69;72;73;77;
4;5;10;11;14;17;18;31;34;35;41;43;46;48;49;58;62;71;73;78;
1;7;10;15;16;19;20;23;35;36;45;46;49;53;55;58;61;65;74;75;
2;5;7;10;19;20;22;24;31;43;46;48;51;55;61;65;67;73;77;80;
1;4;11;14;18;22;24;27;30;32;38;40;41;43;45;50;56;59;73;80;
1;3;8;13;15;16;19;20;28;30;35;40;44;48;55;60;68;69;78;80;
2;8;10;14;19;22;29;35;39;48;49;52;53;57;59;62;68;70;76;78;
1;6;12;13;16;18;19;20;21;27;36;41;42;52;54;58;62;63;74;80;
3;6;7;12;13;18;22;26;31;32;45;48;49;54;58;63;65;71;74;78;
1;5;10;11;12;15;16;26;27;34;36;43;44;55;59;61;68;70;72;74;
2;3;8;10;17;21;28;29;30;34;35;37;40;48;55;60;75;76;79;80;
9;24;25;32;34;36;41;43;46;54;57;59;61;62;63;64;68;70;72;77;
1;3;4;16;18;20;26;30;44;46;54;59;64;66;68;71;73;76;77;79;
5;11;12;17;21;27;28;29;41;47;48;49;52;57;63;66;68;69;76;80;
4;9;10;16;19;26;28;29;32;37;38;50;60;65;69;73;76;77;78;79;
5;8;9;13;20;22;23;26;37;43;47;49;55;57;62;63;67;68;69;79;
2;10;20;22;27;28;30;31;35;36;37;39;43;44;61;66;73;76;77;79;
9;16;20;21;22;29;36;40;42;43;46;48;51;62;63;65;71;72;76;77;
4;5;14;15;17;26;33;38;40;41;44;47;50;53;59;65;72;78;79;80;
9;16;23;25;26;27;31;33;39;40;41;45;48;55;60;66;67;69;73;78;
9;10;12;13;16;18;20;24;30;37;39;41;48;49;50;53;56;67;77;78;
12;21;26;35;36;37;38;44;50;51;52;57;58;64;66;68;69;73;79;80;
3;4;5;14;17;20;25;27;32;39;47;48;49;61;67;68;70;74;75;79;
3;5;9;10;17;20;24;28;36;47;49;53;55;57;58;60;67;74;75;77;
4;6;9;10;11;12;14;18;19;29;33;43;44;51;54;57;66;69;71;73;
3;7;9;13;18;25;29;30;34;45;48;52;56;60;63;66;69;71;74;76;
1;9;11;22;23;24;26;27;32;36;37;40;42;49;59;65;67;71;78;79;
1;4;6;7;14;19;25;33;44;47;54;55;58;63;64;66;72;74;77;80;
3;10;21;24;26;27;34;37;38;41;42;45;47;49;51;52;63;67;71;75;
12;15;22;29;37;40;41;44;45;46;47;49;57;64;67;72;73;75;77;79;
1;3;12;27;29;32;35;37;45;46;50;56;57;58;59;70;72;73;74;75;
1;2;4;7;11;12;16;26;29;33;38;40;43;50;52;53;57;58;76;79;
7;13;14;18;19;21;22;23;27;32;37;50;51;56;61;65;71;73;74;77;
12;22;23;25;26;33;34;36;40;42;43;51;52;58;61;63;65;72;73;75;
3;10;12;17;23;28;40;42;44;46;48;49;62;63;64;65;68;70;72;73;
1;4;17;18;22;23;26;28;33;38;42;45;47;51;52;57;64;72;78;79;
6;12;24;32;34;38;41;51;53;54;55;56;57;65;66;67;73;76;79;80;
3;7;16;21;23;25;29;31;39;53;54;56;58;63;66;68;73;74;75;76;
3;5;8;15;17;19;28;31;37;43;48;51;53;59;63;71;72;73;77;80;
1;3;4;5;10;13;22;23;37;42;45;47;49;50;51;56;58;65;66;79;
7;8;14;17;21;22;23;25;26;27;28;41;44;46;53;55;59;60;64;67;
2;6;8;11;15;17;22;28;34;35;39;44;46;48;53;58;61;62;69;80;
2;4;7;10;13;14;20;22;27;31;35;42;44;58;59;60;61;73;76;78;
5;20;21;24;25;27;34;40;44;45;48;49;50;59;63;68;69;72;76;79;
4;10;14;31;37;40;44;45;47;48;49;56;58;59;64;65;66;77;79;80;
1;2;6;7;14;17;18;20;22;30;31;41;46;51;54;72;75;76;78;80;
1;6;7;13;29;31;33;38;40;50;52;56;63;65;67;70;72;73;76;78;
2;3;13;17;19;20;24;35;38;42;43;44;45;52;58;60;64;65;70;73;
1;8;16;18;20;22;25;27;31;33;39;40;50;54;57;62;67;68;75;77;
1;2;9;11;12;13;18;23;25;28;29;37;38;42;48;59;60;63;79;80;
5;8;12;15;20;22;24;28;29;32;34;42;55;56;57;58;60;66;69;70;
1;8;12;17;18;22;27;36;38;45;51;56;59;62;64;67;71;73;75;80;
1;2;4;5;6;8;12;16;17;37;38;41;49;54;61;62;67;75;77;79;
1;2;5;13;15;16;20;26;44;45;50;51;52;54;56;57;58;63;65;70;
4;5;14;19;20;23;34;35;38;41;47;50;53;57;60;67;71;72;76;79;
1;3;4;9;10;12;15;27;28;30;39;53;58;59;61;65;68;70;73;79;
1;3;6;11;18;19;20;28;31;36;38;46;48;58;62;67;70;73;78;80;
3;4;6;8;10;11;15;16;20;25;36;37;38;46;47;49;51;66;68;69;
1;6;8;13;14;18;22;24;26;27;37;43;44;46;51;55;56;58;66;78;
8;9;17;25;28;29;33;34;36;37;39;44;51;52;56;59;64;68;69;77;
1;6;7;24;28;30;40;43;49;54;56;58;61;63;64;65;70;74;77;80;
7;10;12;14;15;17;21;27;36;37;38;39;41;43;55;56;59;68;73;76;
6;19;21;26;33;42;43;48;50;52;53;59;62;63;64;66;68;69;73;79;
8;10;13;19;24;25;26;29;33;47;51;54;56;61;66;69;72;75;78;80;
4;5;8;15;19;23;29;32;35;40;42;47;50;57;59;61;63;64;71;72;
1;3;6;9;16;20;23;24;25;30;33;35;43;56;61;62;64;66;71;76;
1;2;3;9;13;14;15;23;26;30;42;46;53;55;60;61;63;68;72;79;
9;12;15;22;34;41;45;46;48;50;53;54;58;65;69;71;73;75;77;78;
3;4;16;18;20;21;24;27;34;35;36;37;40;48;52;53;55;58;59;74;
6;9;14;20;22;23;24;27;28;29;37;41;44;49;50;58;71;72;73;76;
1;11;16;17;18;23;26;27;29;31;34;35;38;42;59;60;65;68;72;79;
1;4;5;10;12;15;17;19;24;26;27;30;40;41;46;57;60;63;65;69;
4;5;9;15;18;20;23;24;29;32;39;40;46;57;63;68;71;74;75;77;
4;9;10;11;17;18;19;20;24;25;33;40;41;58;63;67;70;72;74;79;
4;6;11;14;20;22;28;30;38;39;42;50;57;58;61;68;73;74;76;77;
4;5;6;10;11;13;14;22;23;24;25;36;37;44;48;49;51;57;76;77;
2;3;4;16;18;27;28;34;35;40;43;47;50;54;55;67;70;74;76;79;
3;4;5;8;10;14;19;22;26;33;34;39;44;50;52;58;66;70;72;79;
1;7;10;11;17;18;19;23;29;31;32;40;49;56;58;62;63;64;66;79;
2;11;19;21;25;27;33;40;41;44;51;52;55;59;60;64;73;74;77;78;
5;7;13;17;18;24;26;32;38;42;44;53;54;58;60;62;66;69;71;72;
6;9;10;11;14;18;19;20;27;29;31;32;36;44;48;50;72;74;76;78;
4;17;18;19;21;26;32;33;36;38;41;42;43;49;52;59;60;63;66;69;
7;9;15;21;24;26;29;39;41;48;50;52;61;66;70;73;75;76;77;79;
3;7;8;27;30;31;36;38;39;54;56;59;61;62;65;66;69;72;74;77;
4;7;12;20;24;27;28;30;32;35;36;42;55;57;58;64;70;73;75;77;
10;16;21;22;29;30;35;40;43;48;52;53;58;60;61;66;69;77;78;79;
1;2;7;12;15;28;30;32;35;37;39;44;46;47;52;54;56;61;73;78;
15;18;19;22;24;27;29;37;41;46;48;50;51;53;56;58;68;74;77;80;
1;13;14;16;24;27;32;35;38;41;42;56;58;61;63;65;66;68;75;76;
5;8;9;11;12;15;16;19;21;23;30;31;32;40;45;46;48;50;57;64;
6;8;11;13;14;18;19;29;32;35;37;38;39;41;46;51;55;61;71;74;
5;7;13;17;20;24;34;36;41;46;50;54;55;61;63;64;65;67;74;75;
13;14;18;22;24;25;30;47;48;50;52;54;56;59;65;68;73;76;79;80;
2;3;6;9;15;21;22;27;37;40;41;45;50;58;65;70;71;72;77;79;
11;18;19;22;31;34;37;45;48;50;52;54;55;64;66;69;73;75;79;80;
2;3;4;5;22;27;31;32;33;38;43;45;46;47;54;63;71;72;74;76;
5;8;9;12;17;21;26;27;30;34;43;47;48;57;61;63;69;71;74;76;
3;5;16;17;25;27;31;32;40;43;45;49;51;53;58;62;74;78;79;80;
5;11;16;21;28;31;33;39;41;47;48;52;53;58;61;70;74;75;77;79;
4;15;24;30;33;34;37;45;47;49;50;51;54;55;56;62;64;70;73;78;
2;6;12;15;23;30;39;42;49;51;53;55;60;62;69;70;71;78;79;80;
2;10;12;15;23;28;29;30;33;41;46;48;50;54;59;68;69;70;76;78;
7;10;11;12;13;19;20;21;30;32;38;40;41;46;64;65;66;67;73;79;
3;5;16;17;19;20;34;38;39;45;46;52;55;59;65;67;71;75;78;80;
2;3;9;11;12;14;18;25;28;29;33;35;47;49;53;55;64;70;71;73;
4;5;15;16;18;19;21;28;29;30;36;40;54;66;70;71;74;75;77;78;
1;4;5;8;12;14;15;22;23;24;26;30;32;38;53;54;61;63;76;79;
7;11;13;19;24;25;26;27;30;33;37;41;49;52;53;58;64;68;73;76;
1;2;3;5;6;19;20;31;33;35;36;40;41;43;53;55;60;73;77;79;
3;5;6;7;10;14;16;20;23;24;25;29;36;37;38;40;41;54;56;62;
5;7;8;12;17;19;24;25;28;31;39;58;61;62;63;64;66;76;77;80;
2;14;17;21;27;32;36;41;43;44;50;51;53;61;62;68;72;74;75;78;
4;7;18;24;25;33;38;39;44;48;52;54;64;67;68;70;71;76;77;80;
7;16;18;22;25;28;29;32;39;42;44;46;50;59;60;64;65;68;74;79;
1;2;10;14;15;24;28;34;36;43;45;46;57;61;64;70;72;78;79;80;
1;2;14;18;19;25;27;30;33;38;40;41;44;46;52;53;55;59;72;73;
3;4;5;11;12;13;19;21;23;30;32;33;46;50;61;65;66;68;70;79;
2;4;6;8;9;10;13;26;27;31;50;51;57;59;61;62;64;77;78;79;
1;2;6;8;10;21;28;29;32;34;36;37;38;51;55;69;71;73;74;80;
4;13;15;16;24;33;35;38;50;51;53;61;62;63;67;72;74;75;79;80;
4;5;11;14;18;19;21;27;28;31;35;37;47;49;55;56;64;65;74;76;
8;9;10;12;21;28;37;38;39;41;44;50;51;60;61;62;63;69;70;74;
4;7;11;12;14;15;25;28;35;39;40;46;47;49;53;54;58;63;66;75;
2;3;7;19;22;25;27;31;32;42;44;46;47;48;49;58;66;71;72;79;
5;6;13;14;15;24;32;35;36;38;53;55;58;61;66;69;70;74;75;76;
1;2;7;10;11;15;28;41;43;45;48;52;56;59;60;63;69;70;76;79;
1;7;10;15;30;38;41;47;48;50;54;59;63;66;67;69;70;71;73;80;
1;3;11;13;15;18;23;24;36;40;41;45;48;53;56;62;64;73;76;80;
7;9;16;17;18;22;28;36;37;42;49;52;55;58;59;60;65;66;76;79;
6;9;22;29;33;34;38;39;44;48;49;61;63;64;66;68;69;70;74;75;
2;4;9;11;14;22;23;27;29;30;32;46;50;54;56;60;62;75;78;79;
4;8;10;12;14;15;19;20;25;30;31;34;41;42;50;52;57;58;73;76;
1;8;9;10;15;17;18;21;26;28;32;36;38;41;42;44;45;48;62;68;
7;18;20;24;27;30;31;36;37;38;39;40;41;42;43;51;56;57;60;66;
1;2;7;8;12;25;31;32;35;38;40;46;52;53;58;65;69;70;72;75;
7;12;18;22;26;27;31;32;35;38;41;47;53;55;58;61;62;69;71;74;
2;10;15;20;24;29;34;35;37;40;41;42;44;47;55;68;69;72;77;78;
18;21;23;24;25;29;31;33;42;44;46;47;51;55;56;60;66;70;75;78;
2;7;11;14;17;18;29;32;35;40;41;46;50;56;58;62;63;65;74;80;
4;6;13;22;24;28;39;40;48;49;53;56;57;60;62;66;67;72;76;79;
1;2;6;10;22;23;29;31;37;38;47;56;57;58;60;65;68;69;79;80;
4;13;15;19;26;28;34;41;48;49;55;57;60;62;64;66;67;70;72;80;
1;2;5;10;11;14;17;19;21;31;32;38;49;54;62;65;67;69;74;78;
2;4;5;8;11;13;18;21;28;33;35;36;48;51;52;58;60;72;73;76;
2;5;6;13;20;29;35;41;45;46;50;54;57;63;65;67;70;73;75;77;
7;8;15;20;22;27;30;32;37;39;40;42;43;44;49;50;56;64;68;73;
6;9;12;15;18;19;21;23;30;38;39;45;49;50;60;61;65;68;71;80;
6;7;9;13;15;18;22;31;32;37;38;42;46;47;48;54;64;69;72;75;
9;11;16;19;23;25;26;30;31;33;44;49;53;57;65;66;67;74;75;79;
4;13;16;17;19;23;24;25;27;31;32;36;42;46;48;49;52;57;59;79;
3;11;15;20;21;23;27;34;35;46;48;60;63;65;67;68;69;74;76;79;
4;10;13;20;39;40;42;45;48;50;56;58;61;62;65;72;74;76;77;79;
12;13;25;27;29;34;35;41;47;50;55;57;59;61;62;65;69;76;78;79;
5;6;11;12;18;26;29;31;32;42;43;50;51;52;54;67;72;73;75;78;
13;16;22;23;26;32;33;45;48;50;55;61;64;69;70;73;75;76;79;80;
2;3;7;8;10;15;21;22;28;38;39;40;41;48;49;56;60;63;64;75;
1;2;13;15;17;23;25;26;27;30;32;42;44;48;49;54;56;68;71;78;
5;6;18;21;22;27;38;40;54;56;57;60;63;64;65;68;73;74;75;78;
3;4;5;9;12;17;32;41;42;44;45;50;52;55;61;62;68;71;76;80;
1;2;5;13;21;22;24;32;35;37;43;44;49;53;66;69;73;75;76;77;
4;13;18;19;30;34;35;37;42;43;50;55;60;64;67;69;70;71;74;80;
1;4;7;10;14;16;17;20;25;31;34;38;40;50;51;63;65;69;71;76;
1;2;3;6;8;13;17;25;27;28;35;38;40;47;51;53;59;63;67;70;
18;22;23;24;26;27;33;36;38;40;43;47;48;51;53;55;60;64;68;77;
1;3;6;13;27;30;33;34;35;38;39;40;44;53;55;58;59;62;63;78;
1;5;6;7;22;25;33;34;37;44;48;55;59;60;61;68;71;74;77;78;
3;5;13;14;18;20;21;27;39;43;44;46;48;50;52;67;68;71;78;79;
4;8;10;18;22;24;27;29;31;37;45;47;51;55;57;59;62;69;70;75;
4;5;7;16;18;19;20;26;39;43;45;46;48;54;55;63;66;67;74;77;
5;7;9;14;16;21;23;25;26;40;43;44;49;55;58;68;69;72;74;77;
1;4;6;12;14;20;28;34;40;44;54;60;61;62;64;66;67;73;78;80;
3;4;16;18;20;24;30;35;40;41;42;50;51;52;56;57;62;64;75;80;
10;11;16;23;25;27;29;33;35;36;41;42;44;45;56;59;67;69;70;75;
1;16;17;18;30;38;39;40;42;43;46;58;61;65;71;73;74;77;78;79;
2;10;13;14;29;32;34;35;37;39;41;45;47;55;56;61;65;67;72;74;
3;6;11;20;22;23;25;34;37;43;45;48;49;56;58;67;69;71;72;77;
2;4;5;8;9;11;14;16;19;22;23;25;28;31;32;37;43;51;55;68;
3;4;7;9;11;16;18;21;25;29;34;50;52;54;55;56;58;64;73;76;
1;6;9;10;11;13;17;18;32;37;40;41;44;49;51;56;57;66;68;74;
1;2;4;7;10;11;13;23;28;32;35;45;46;60;61;64;65;69;71;72;
4;6;7;10;11;14;17;21;30;34;37;39;43;51;58;69;71;78;79;80;
4;6;11;13;16;23;25;27;35;42;46;48;50;51;54;55;63;64;70;75;
